rui_location_id,number_of_collisions,No algo runtime,GPU algo runtime,CPU algo runtime(24 threads),ratio (GPU/CPU),CPU Speedup ratio(24 threads parallel/no algo)
http://purl.org/ccf/1.5/70516ba2-4550-472e-ab13-78c6341a46bf,2,3.427971044,12.51203624,0.254879926,49.08992417,13.44935671
http://purl.org/ccf/1.5/bf8974c4-7b1c-4c4d-8078-794808b3b166,2,3.440299861,12.53865581,0.26213422,47.83296057,13.12419211
http://purl.org/ccf/1.5/f3691616-367e-486e-87f8-9634170f7c14,2,3.436666054,12.54594869,0.302078513,41.53207908,11.37673123
http://purl.org/ccf/1.5/fd3c0bcc-d3c3-4662-a4b7-42d18d0c2d73,2,3.467568757,12.54627876,0.254766784,49.24613234,13.61075688
http://purl.org/ccf/1.5/3177cc39-b658-4f7c-84ba-f057e023ad12,2,3.443367708,12.59267817,0.259075659,48.60618021,13.29097346
http://purl.org/ccf/1.5/4c9be191-af0a-419f-af4f-63816bb93adc,2,3.434262943,12.60059318,0.268255552,46.97234814,12.80220639
http://purl.org/ccf/1.5/337750bc-d307-4761-8016-c6adacdcd081,2,3.454408797,0.699916831,0.230709795,3.033754293,14.97296115
http://purl.org/ccf/1.5/6b9d38e2-02db-4cd0-b2b3-455830438f45,2,2.884565488,5.004812733,0.231014402,21.66450528,12.486518
http://purl.org/ccf/1.5/52d43c04-e182-4457-8aae-8c98776ec5be,2,6.051405561,3.69095744,0.366431384,10.07271102,16.51443033
http://purl.org/ccf/1.5/216564f1-8011-419b-a96c-2ea47a340ed1,2,6.061919703,3.690797688,0.414357216,8.907284694,14.62969503
http://purl.org/ccf/1.5/1995aefd-5289-4652-a7e0-cc66c495649f,3,6.919766954,9.955865768,0.459646056,21.65985248,15.05455527
http://purl.org/ccf/1.5/8767caaf-2a70-44b8-b467-fabaec7bdfb8,2,7.472802946,1.97309461,0.443967135,4.444235743,16.83188317
http://purl.org/ccf/1.5/995ba5b1-8908-4ff2-8025-077c590ec4b0,2,3.443734908,12.53844539,0.257973579,48.60360289,13.34917677
http://purl.org/ccf/1.5/91389c45-1a5b-402f-bb31-7201fec98adf,2,3.463855083,12.54501336,0.260881034,48.08710379,13.27752742
http://purl.org/ccf/1.5/2b5c9f4e-d493-4b9f-9e3e-465c9f91a1ec,2,3.459587937,12.58070338,0.262294043,47.96412163,13.18973126
http://purl.org/ccf/1.5/625523eb-0886-4096-9e03-bb6252f879f2,2,3.461118039,12.60436927,0.25404495,49.61472082,13.62403795
http://purl.org/ccf/1.5/61c4b3a5-0190-4586-bfd7-1c3a9a25fc15,2,3.451660681,12.59522616,0.256716252,49.06283129,13.44543111
http://purl.org/ccf/1.5/6c78fb5d-a676-4c5a-ad24-9c70ccd2d5a4,2,3.463581892,12.60118384,0.258513249,48.74482793,13.39808271
http://purl.org/ccf/1.5/3177d8d7-3b26-4aa3-9984-3c112d461446,2,8.714057474,0.485222547,0.564358967,0.859776446,15.44062907
http://purl.org/ccf/1.5/dfb35d10-65a1-48f9-94a0-baf36ce8a78b,2,4.911050054,1.368549236,0.345248523,3.96395392,14.22468085
http://purl.org/ccf/1.5/5df04f61-5fcc-4035-92c3-631f772a6ce0,2,14.80475348,1.943676759,0.972046011,1.999572795,15.2305069
http://purl.org/ccf/1.5/fc556dba-cfb0-490d-913b-d76717762142,2,14.8081587,1.94192382,0.881547952,2.202856709,16.79790494
http://purl.org/ccf/1.5/0a2ed64b-2a70-4382-90c4-ac9fb6520419,2,4.953216008,1.366756411,0.319369739,4.279542624,15.5093467
http://purl.org/ccf/1.5/df58ff32-e4db-41fe-9a25-47dbde90c694,2,4.92724157,1.36670522,0.317239036,4.308124363,15.53163706
http://purl.org/ccf/1.5/37248725-6ed5-4589-ac5a-9951d1a783e7,2,14.94395238,1.938271859,0.968249255,2.001831501,15.43399316
http://purl.org/ccf/1.5/0d005e9f-bd67-403b-a7fa-66f173fee596,2,4.95665618,1.363422788,0.337156722,4.043884339,14.70134171
http://purl.org/ccf/1.5/a1fc9d45-5af9-4fc4-b2be-340ef0716e09,2,8.670468299,0.479456655,0.490916278,0.976656665,17.66180648
http://purl.org/ccf/1.5/2468f1c4-6182-4c0a-8dda-81287da09673,2,14.81001727,1.940989277,0.930316722,2.086374706,15.91932825
http://purl.org/ccf/1.5/3e6555b4-d08d-40b1-a5cc-a2b72ce421e5,2,8.678134059,0.481427243,0.485026951,0.992578334,17.89206567
http://purl.org/ccf/1.5/8e8d9121-3a47-4c89-9e63-aec6659075d2,2,14.78695517,1.9315226,0.94271532,2.048892766,15.68549365
http://purl.org/ccf/1.5/e7d386a6-d4fb-43b2-9737-fdc6f7508d79,2,4.922527099,1.360686955,0.293048305,4.643217285,16.79766446
http://purl.org/ccf/1.5/d9aed544-4c6e-42c2-a137-9a9381d8f8c8,2,8.655079682,0.478892082,0.485434289,0.986522981,17.82955979
http://purl.org/ccf/1.5/616ef33e-ebcc-4ece-b440-ca218440c8b4,3,7.157325232,0.604508999,0.473516463,1.276637765,15.11526165
http://purl.org/ccf/1.5/840b29a9-5a04-41cc-908d-0c4fa5720366,2,6.152955878,0.331317099,0.4125409,0.803113337,14.91477785
http://purl.org/ccf/1.5/75ff443d-c177-4dab-a866-89e9141b73a4,2,8.672253738,0.479688106,0.532106828,0.901488349,16.29795613
http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,2,4.916845334,1.355104228,0.315651995,4.293032357,15.57679157
http://purl.org/ccf/1.5/3c695f26-b7ed-44ad-8e11-894932defa86,2,14.73504342,1.934165371,0.997391227,1.939224367,14.77358435
http://purl.org/ccf/1.5/cd2f7613-97dc-4fd1-a10e-2343295d76a7,3,3.697540632,5.739069662,0.2736157,20.9749282,13.51362744
http://purl.org/ccf/1.5/b5efb4f3-6dee-4a3c-b55f-91e6c40c6003,2,2.936374769,4.969311484,0.238711596,20.81721863,12.30093057
http://purl.org/ccf/1.5/259e4f9f-d24d-4f1f-a0d7-337a46f8dbad,2,3.44877886,12.49314584,0.348337455,35.86506608,9.900683405
http://purl.org/ccf/1.5/310e2e7f-b97c-4159-a6a0-12340e7b62bb,2,3.3923814,12.51936337,0.30034739,41.68294377,11.29485893
http://purl.org/ccf/1.5/f82a2e0c-af41-4926-8b71-9ff1baba72d2,2,3.44236293,12.56026395,0.271314232,46.2941581,12.68773446
http://purl.org/ccf/1.5/4b1f7a66-5bc0-428e-823f-59b5fa048f2a,2,3.442647033,12.5764367,0.257269275,48.88433218,13.38149312
http://purl.org/ccf/1.5/15a1b81b-8fe1-4bd3-b2ac-d4e6109e235c,2,3.474966678,12.58572348,0.257052579,48.96166974,13.5185054
http://purl.org/ccf/1.5/ed187544-b1a3-4254-8eb9-df07c05851ae,2,3.448170233,12.59178707,0.327743975,38.41958367,10.52092638
http://purl.org/ccf/1.5/f8a20a09-a700-439b-a518-60347cd7b156,3,4.923339036,1.611610532,0.303137225,5.31643889,16.2412882
http://purl.org/ccf/1.5/0cd47185-8e8a-4f56-a167-bf93de928553,2,3.906172901,1.052840409,0.250586662,4.201502189,15.58811179
http://purl.org/ccf/1.5/09b9e49f-dd9c-4f9f-a7dc-258ac0d08530,2,3.903769881,1.050229229,0.270927244,3.876425322,14.40892331
http://purl.org/ccf/1.5/25c3d20d-d856-4a22-b926-6ee9a5f4a1d4,2,3.790551933,1.054145546,0.25506224,4.132895351,14.86128222
http://purl.org/ccf/1.5/fe3f2139-b0b5-407c-a2a7-414b57c7d032,2,3.448116542,12.55617135,0.262933146,47.75423541,13.11404284
http://purl.org/ccf/1.5/2abae658-8eb6-46e4-9fa5-728236437b22,2,3.406962701,12.57224042,0.26116505,48.13906156,13.04524744
http://purl.org/ccf/1.5/2451c3c7-fb05-4b77-8162-2eca223c82c3,2,3.450677127,12.60250193,0.2550456,49.41274004,13.52964775
http://purl.org/ccf/1.5/7289a3ed-8bde-45a0-8b07-11fb9b0695f8,2,3.462100292,12.62917314,0.265904385,47.49516688,13.02009477
http://purl.org/ccf/1.5/24e5c050-8c52-48fe-816e-46bfa83693d6,2,3.464871356,12.63185996,0.26210381,48.19411042,13.219462
http://purl.org/ccf/1.5/b26d25a3-d586-4f60-af76-96c2183caee0,2,3.465502553,12.63584225,0.255474049,49.46037494,13.56498856
http://purl.org/ccf/1.5/8c806e90-7d98-4b62-971a-b47d24b63e11,2,3.413857991,12.64409143,0.280973405,45.00102574,12.15011076
http://purl.org/ccf/1.5/54597ee3-4185-4f99-a477-60fd6bffe7ae,2,3.460473656,12.63684907,0.296973313,42.5521369,11.65247349
http://purl.org/ccf/1.5/efa6e15f-229a-4ae1-876a-a7eb27f21918,2,3.464107606,12.6308313,0.349610209,36.12832513,9.90848527
http://purl.org/ccf/1.5/501d2e7e-d6cb-44c1-9fa7-21b738bdbed6,2,3.464423279,12.63288292,0.31490531,40.11644935,11.00147622
http://purl.org/ccf/1.5/e738d593-e3b5-4fb7-8d2c-b3bda49da993,2,3.412236276,12.63693304,0.255990679,49.36481707,13.32953328
http://purl.org/ccf/1.5/df0b33f7-371a-47a4-a636-a27db19bdbc9,2,9.491122204,10.04806058,0.662891307,15.15793083,14.31776538
http://purl.org/ccf/1.5/72ea5aad-4be7-4478-afc0-7736bc0d90e3,2,3.757921491,0.596503681,0.252206893,2.365136313,14.90015378
http://purl.org/ccf/1.5/e2cccfa3-5834-42aa-b202-59eaac6473f3,2,3.448505274,0.701262024,0.231642194,3.027350121,14.88720692
http://purl.org/ccf/1.5/91009a1d-ddea-4489-af88-3e32ca47cde7,2,14.90552779,1.953999706,0.810212146,2.411713667,18.39706781
http://purl.org/ccf/1.5/abab52f8-6fd4-4e3f-8f9c-bb9f5f62785f,2,4.939316428,1.373794949,0.316322448,4.34302073,15.61481475
http://purl.org/ccf/1.5/42b97dcb-2033-40ea-82a2-319a1e30dca2,2,8.69506422,0.483022111,0.518721421,0.931178261,16.76249306
http://purl.org/ccf/1.5/c8745b60-f114-412f-b1b6-a7817e964530,2,3.460086649,12.53537279,0.253459218,49.45715878,13.65145319
http://purl.org/ccf/1.5/5350fc56-8d8c-42f8-ba35-ebdfe959f168,2,3.465948878,12.55851442,0.280472905,44.77621259,12.35751766
http://purl.org/ccf/1.5/b6f3c42d-9a6d-447b-9589-d36000c43ed9,2,3.465917698,12.58461221,0.330364566,38.09310533,10.49119081
http://purl.org/ccf/1.5/1529fffd-6e0e-4fea-bb32-8d6d0ddff52e,2,3.470616121,12.61853303,0.25353968,49.76946027,13.68865071
http://purl.org/ccf/1.5/f694b595-6543-4b16-add3-6faf1716024d,2,3.486610743,12.62850961,0.250360167,50.44136917,13.92637968
http://purl.org/ccf/1.5/29e439fb-cfec-4c2d-a14e-3bc60eb8e255,3,40.53216879,7.336094019,2.179790961,3.365503459,18.594521
http://purl.org/ccf/1.5/f99fb723-eec0-4037-be29-830ec73c433c,3,3.429488096,2.180756134,0.258885256,8.423639753,13.24713562
http://purl.org/ccf/1.5/910ee79c-b28b-4b6e-9a34-8891f53555d8,2,6.796664956,4.199155224,0.388708797,10.80283044,17.48523576
http://purl.org/ccf/1.5/026751c5-ef86-4f35-a810-5f8adc2887a5,2,6.797292243,4.198482115,0.391649196,10.72000698,17.35556287
http://purl.org/ccf/1.5/b6d2c18b-2e33-4156-b652-b4d5f9c2a9e1,2,7.478037579,1.966883913,0.512138,3.840534998,14.60160656
http://purl.org/ccf/1.5/d3b5feb6-910f-4309-a6a8-42c0477227c9,2,4.913640566,1.365553028,0.332677343,4.104737088,14.76998861
http://purl.org/ccf/1.5/3b2cb9ee-2a6f-4fb3-bc1b-dbd192d3163c,2,14.89542073,1.947692338,0.958455504,2.032115555,15.54106651
http://purl.org/ccf/1.5/78ee24bb-4ae4-49e9-bad2-d6f13166b89e,2,8.678098227,0.482354195,0.515056268,0.936507766,16.84883529
http://purl.org/ccf/1.5/7e37b62c-8e26-451d-8c0f-a24a552421e0,2,3.412746168,12.48541513,0.256323896,48.70952465,13.31419435
http://purl.org/ccf/1.5/d6ed13f8-3b12-4cf0-8046-325ce92d8f51,2,3.469336648,12.52543384,0.338222223,37.03314859,10.25756562
http://purl.org/ccf/1.5/72779355-92f4-4a65-9dfc-cad1287134df,2,3.463595049,12.55791548,0.264925696,47.40165137,13.0738358
http://purl.org/ccf/1.5/06b81c36-7765-4261-b872-f4aae8f7a522,2,3.453896014,12.57690821,0.2580188,48.74415434,13.38621842
http://purl.org/ccf/1.5/fade6e27-e625-4050-9eb6-f27c13269dbe,2,3.455488778,12.59902565,0.262471758,48.0014526,13.1651832
http://purl.org/ccf/1.5/6cb4bc28-f7f4-4553-b33a-058a1533e5dc,2,3.457246894,12.61407882,0.311607195,40.48070463,11.09488789
http://purl.org/ccf/1.5/594902fb-c4c1-47c3-b98e-3101b93a73e4,3,9.750198255,1.190243773,0.70475677,1.688871712,13.83484157
http://purl.org/ccf/1.5/d847d5df-16f5-42ab-810b-5238188394bf,3,1.607294015,13.38586241,0.160691044,83.30185726,10.00238703
http://purl.org/ccf/1.5/fd4fcec2-93c3-428f-ad3a-6c7ac4196da0,2,6.091422747,0.661202095,0.388148907,1.703475349,15.69352029
http://purl.org/ccf/1.5/dc29aac6-af08-4fa4-9d58-5cb1d93ee8dc,2,2.907556933,5.009680876,0.279997647,17.89186777,10.38421917
http://purl.org/ccf/1.5/b730bf41-6de9-423a-bfe6-6da81191d821,2,6.596101228,3.693854625,0.458619987,8.054281823,14.3824984
http://purl.org/ccf/1.5/4ec452bd-a385-4f7e-9910-79955ea29037,2,3.430769326,0.701347834,0.283372093,2.475006718,12.10694141
http://purl.org/ccf/1.5/3eeec08e-33bf-470c-a12d-ceeb2e282134,2,2.935748364,5.003664782,0.27719031,18.05136977,10.59109304
http://purl.org/ccf/1.5/6ac1278c-a82d-4f1d-aa17-5c52d9f31dc2,3,3.758274397,5.789856141,0.341345035,16.96188767,11.01019207
http://purl.org/ccf/1.5/20f2a36f-cd3c-4ce7-b11f-ef2fea1f50b3,2,3.412018542,12.57585144,0.296094105,42.47248165,11.52342611
http://purl.org/ccf/1.5/a735387a-f474-4b53-a61f-830c7b1c7f64,2,3.402206733,12.60529066,0.266471688,47.30442755,12.76761054
http://purl.org/ccf/1.5/23a2a9a5-8bd5-4052-93b4-fadbae561db2,2,3.407001792,12.62108507,0.244659604,51.58630548,13.92547742
http://purl.org/ccf/1.5/9176deab-081d-44de-9a8b-7ca2a82c5a9b,2,3.467009494,12.62844758,0.253777016,49.76198309,13.66163709
http://purl.org/ccf/1.5/96f9d9b0-fb6d-416d-a1dc-1c384fb35aad,2,3.461240205,12.60846212,0.314361449,40.10816899,11.0103838
http://purl.org/ccf/1.5/70f16514-e190-40b4-adf8-b937b150d733,2,4.968362297,3.885153848,0.317462242,12.23816043,15.65024636
http://purl.org/ccf/1.5/4a708713-aeaa-4260-b0a3-819465f07866,2,3.469049875,12.63383938,0.266926826,47.33072194,12.99625791
http://purl.org/ccf/1.5/ed178392-b0ca-4693-9ac0-5d6782a8c909,2,3.469060607,12.64606214,0.249793726,50.62601989,13.88770111
http://purl.org/ccf/1.5/9a5e9741-9a71-4b53-94f8-8e66face87f4,2,3.465442877,12.63758234,0.263003578,48.05099017,13.17640963
http://purl.org/ccf/1.5/614b9735-35f6-4e34-bd58-e7521fe15dc7,2,3.469374465,12.64507116,0.267130891,47.33661132,12.98754499
http://purl.org/ccf/1.5/f210f9f8-cca2-4572-a038-88e70093cd9e,2,3.465548079,12.64568974,0.256829435,49.23769637,13.49357825
http://purl.org/ccf/1.5/f0abcdd0-bff8-4987-82a3-ad9c399e982f,2,3.474440616,12.64524934,0.279689569,45.21173022,12.42248908
http://purl.org/ccf/1.5/e7d21a48-63dd-45d8-aedd-e4abed52d5d8,3,5.631529527,1.979488412,0.506554991,3.90774634,11.1173113
http://purl.org/ccf/1.5/c5d8b584-d6b7-4a98-8330-a97ecec688f8,2,4.685049832,1.145921936,0.273364844,4.191914071,17.13845044
http://purl.org/ccf/1.5/3ef9e99c-0d2a-4a08-92fe-ffb90487afc2,2,3.47346275,12.60028257,0.264669793,47.60755818,13.12375965
http://purl.org/ccf/1.5/5230e6b1-4b84-4e8c-b226-c44c6099d43a,2,3.472118511,12.61132853,0.255460229,49.36709162,13.5916206
http://purl.org/ccf/1.5/3429afc2-ebcf-4117-b0ef-eaaa0be22a7c,2,3.49086047,12.63644259,0.267730621,47.19834639,13.03870456
http://purl.org/ccf/1.5/e27e0574-12cb-40c7-9544-842a53e091a5,2,3.488772106,12.64723199,0.270337044,46.78319997,12.90526838
http://purl.org/ccf/1.5/7b4ab917-9650-43b5-825b-1b0a4cf46681,2,3.4700296,12.63992681,0.26311827,48.0389553,13.18809826
http://purl.org/ccf/1.5/44bacb5a-0cd8-4a88-9c93-490255a6b6f2,2,13.35100783,14.59505411,0.862531307,16.92118766,15.47886752
http://purl.org/ccf/1.5/70ad7ae6-c9af-4975-98e2-98c249e36ddd,3,2.70806986,8.568389175,0.150210526,57.04253492,18.02849595
http://purl.org/ccf/1.5/fd380a0c-2915-4d73-b3f4-d161badbaccb,3,4.434651846,9.905678349,0.288394384,34.34768116,15.37703954
http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,2,4.372528167,5.763083749,0.31037491,18.56813667,14.08789186
http://purl.org/ccf/1.5/d80f7686-3fb4-435b-a453-bfc21d0a90ab,2,2.903828915,5.039753169,0.235702236,21.38186406,12.31990398
http://purl.org/ccf/1.5/03290fc0-070f-4b46-830c-38eac27a64e9,2,2.894301602,5.039745198,0.261630201,19.26285719,11.0625669
http://purl.org/ccf/1.5/0adb3436-02a9-4af1-b836-47fef0a827a5,2,3.467166269,12.63653895,0.34860613,36.24875716,9.94579834
http://purl.org/ccf/1.5/5a30713c-191f-4b4b-a91b-4778cf27363f,2,3.470124131,12.64810218,0.259976439,48.65095556,13.34784084
http://purl.org/ccf/1.5/bafc3fc0-a3e2-45f6-90a3-2362951f3896,2,3.464377531,12.64329171,0.350700232,36.05156358,9.878458053
http://purl.org/ccf/1.5/5c5f5028-d6ea-4a7a-88c4-a963dd63f8c8,2,3.426375216,12.63982013,0.261862916,48.26884357,13.08461415
http://purl.org/ccf/1.5/303c3ce0-4380-47e5-b442-f0912bbb80ad,2,3.489747178,12.64658902,0.258618571,48.90054481,13.49379963
http://purl.org/ccf/1.5/64c5c92d-dc07-40c4-a702-cbef17753fa6,2,3.559043489,5.741542476,0.249398848,23.02152765,14.27048889
http://purl.org/ccf/1.5/1f219f96-cbc5-49e6-a4b9-7663e0e64ecc,3,7.820184973,13.42016092,0.460826051,29.12196672,16.96992815
http://purl.org/ccf/1.5/4d36a212-596a-4c02-9488-96eb4f9f2487,2,4.566666785,0.540113933,0.391139376,1.380873331,11.67529291
http://purl.org/ccf/1.5/8af0476d-e6e6-4b55-afae-5eec8c9c1cb5,2,4.809167217,1.211622715,0.33093754,3.661182455,14.53194829
http://purl.org/ccf/1.5/3c299376-82f1-4c1f-b283-2c03cb7922e2,2,4.591350554,1.21123818,0.274552998,4.41167348,16.7230028
http://purl.org/ccf/1.5/bb2b8f82-12f3-478f-8062-1d8c467c9a36,2,4.52003714,0.539755668,0.396702227,1.360606599,11.39403016
http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,2,9.810188528,0.703653284,0.670086612,1.050093035,14.64017987
http://purl.org/ccf/1.5/9d795171-ba1f-4ae2-9b98-9a285280ebf6,2,9.278563878,0.455653276,0.599156301,0.760491503,15.48604907
http://purl.org/ccf/1.5/d8c8faa2-7e2a-4b74-9531-cd08be659c10,2,3.075042178,5.48832454,0.187794583,29.22514831,16.37449882
http://purl.org/ccf/1.5/d1085194-4902-4252-95fd-faf03afd9288,2,6.413052255,0.592246727,0.337858546,1.752942863,18.98147118
http://purl.org/ccf/1.5/2700942e-cfbc-4f40-8567-cd7607014422,3,3.461044627,2.182301453,0.254112461,8.587935611,13.6201295
http://purl.org/ccf/1.5/37000e7b-f8a6-42c5-b086-1778ce47e2c7,3,14.90388497,9.616523925,0.995642964,9.658606823,14.9691059
http://purl.org/ccf/1.5/57bab703-98bd-4106-9160-af951a74e4df,3,4.338812895,6.976788854,0.402571483,17.33055904,10.77774527
http://purl.org/ccf/1.5/401a320b-358c-4091-acac-ef7afb2d8603,2,9.224123807,0.457983787,0.571816998,0.8009272,16.1312515
http://purl.org/ccf/1.5/712077d9-b671-4b36-a6d3-2f9af7596239,2,2.342462664,2.096377209,0.209463044,10.00833927,11.18317876
http://purl.org/ccf/1.5/ec266141-f52d-4089-ab1c-456ec1b97441,2,5.911733719,2.420282689,0.408688386,5.92207357,14.46513755
http://purl.org/ccf/1.5/c951bee1-57cf-4eeb-98da-cdbf46517199,2,9.220351295,0.452332415,0.625781562,0.722827968,14.73413705
http://purl.org/ccf/1.5/e4d28a22-b26e-4486-a146-cb21d74a9a41,2,6.420862264,0.597841827,0.394955372,1.513694633,16.25718428
http://purl.org/ccf/1.5/84c18d99-3bcd-4cba-a70c-2e70bc24d88f,2,5.91364055,2.411509661,0.364774412,6.610961684,16.21177461
http://purl.org/ccf/1.5/61628a43-1357-4a2c-89f4-28f601ddf5bd,2,3.052094733,5.482253239,0.208673498,26.27191901,14.62617324
http://purl.org/ccf/1.5/0a6b2b12-08fc-426c-a29e-683a6770785f,2,6.399582703,0.593187315,0.360334244,1.646214105,17.76012913
http://purl.org/ccf/1.5/c5445f44-4f9d-47e4-9509-a96470f2ec26,2,9.213897549,0.45291132,0.536247331,0.844594078,17.18217885
http://purl.org/ccf/1.5/28982f44-8ff5-4734-89a5-caa5d113e424,2,3.06100416,5.477691678,0.189170951,28.9563046,16.18115331
http://purl.org/ccf/1.5/ced621c0-d58c-47e2-9179-6bc89d94964e,2,2.39779129,2.090530723,0.150626305,13.8789219,15.9188084
http://purl.org/ccf/1.5/38b5dd93-c9f1-4d46-af95-ff3ee32a1289,2,2.362079701,2.094934732,0.205887033,10.17516597,11.47269775
http://purl.org/ccf/1.5/89ff4ab2-c958-4bdc-b1e4-fd45b485cb85,2,5.917795993,2.416254064,0.356188082,6.783646579,16.61424481
http://purl.org/ccf/1.5/5fa952b1-a5a7-4089-bdc2-7208f71f45be,2,6.295055223,0.592594277,0.353239842,1.677597503,17.82090941
http://purl.org/ccf/1.5/74c8746d-be53-493d-9a2a-1edbe24f0d16,2,9.196662266,0.453042415,0.507450538,0.892781426,18.12326833
http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,2,9.828191814,0.701155694,0.702734891,0.997752784,13.98563233
http://purl.org/ccf/1.5/4af4b1bd-c71d-4ade-a9f6-47b2ccc9f5bb,2,3.061195815,5.473598014,0.244855128,22.35443488,12.50206945
http://purl.org/ccf/1.5/c7ed4142-ddad-4cf5-b83b-dd431927bad5,2,9.769587567,0.699742186,0.565703517,1.236941551,17.26980171
http://purl.org/ccf/1.5/a315cf4f-12d6-4e6c-9ee9-c6a06838716a,2,9.188187832,0.450838753,0.598127802,0.75374987,15.36157958
http://purl.org/ccf/1.5/947065d0-1c18-4065-b094-84dc09bd21bb,2,3.058655025,5.461920058,0.237593184,22.9885385,12.87349651
http://purl.org/ccf/1.5/9be4a075-361c-442a-9eac-72f7d9adfebf,2,3.451711298,12.49493763,0.279344132,44.72955111,12.356484
http://purl.org/ccf/1.5/4f473e6f-f641-44aa-8b7f-3ec39dee7f9e,2,3.463295726,12.52025415,0.314836529,39.76747612,11.00029827
http://purl.org/ccf/1.5/bdca5302-ffee-4a96-ac3a-fd2f7d4fc38e,2,3.459347053,12.56450786,0.256671014,48.9517989,13.47774725
http://purl.org/ccf/1.5/34d39784-c415-4f94-9274-61e8373fcb5d,2,3.469126154,12.5692838,0.262232284,47.9318702,13.22921076
http://purl.org/ccf/1.5/f09ff32c-6f41-465c-bfeb-8cf41fefe144,2,3.466342965,12.58034715,0.292781501,42.96838122,11.83935103
http://purl.org/ccf/1.5/9cc395ad-8838-479a-b1ea-0a38b85be332,2,5.924688853,2.434945198,0.350391386,6.94921535,16.90877427
http://purl.org/ccf/1.5/66949ee2-480a-4919-968e-3b2d312a8724,3,3.447166579,2.190153424,0.229100054,9.559811906,15.04655507
http://purl.org/ccf/1.5/1c11a38b-c5bc-408f-abc0-b1483154643a,2,11.42467136,7.682170138,0.673465849,11.40691863,16.9639951
http://purl.org/ccf/1.5/63cdba99-d414-44a3-aa41-c57e469289be,2,15.03748175,3.570882783,0.832402749,4.28984982,18.06515148
http://purl.org/ccf/1.5/9882f0ef-d921-4a92-a2f7-2ab4ebe9aec8,2,8.807692325,5.691147264,0.609056229,9.344206648,14.46121377
http://purl.org/ccf/1.5/f66f91f9-c6c5-414d-b784-2faec33e0505,2,17.18251667,6.495669028,0.98437063,6.59880418,17.45533252
http://purl.org/ccf/1.5/26edd761-8b50-453c-9b03-2337806c9e3a,2,4.084295356,6.662095437,0.307438832,21.66966155,13.28490396
